Site;Domaine;Activité/Equipement;Type (Activité ou equipement ) ;Propriétaire;Danger;Mode Fonctionnement;Risque;Lieu;Manifestation;Dispositif de maitrise;Type de controle;Méthode de controle;Decription PA;Porteur;Dat de début;Date fin;Avancement du plan d'action;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité
Centre de Stockage de Rufisque (CSR);gestion du stock;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Signalistion à la DAL pour réparations - Maintenance périodique du véhicule - Proposition réforme si nécessaire ;Préventif;Manuelle;;;;;;;2;1;2;2
Centre de Stockage de Rufisque (CSR);Toutes les activités;ressources;2;;Gestion des déchets papiers;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Nettoyage des locaux par un prestataire, les BL et autres bons de sorties sont archivésProcédure de gestion des déchets ;Détectif;Manuelle;;;;;;;2;1;2;2
Centre de Stockage de Rufisque (CSR);Toutes les activités;ressources;2;;Utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;gestion rationnelle du papierrappel des gestes verts;Détectif;Manuelle;;;;;;;2;1;2;2
Centre de Stockage de Rufisque (CSR);gestion du stock;stockage cartouches d'encres;1;;cartouches d'imprimantes ou photocopieuses;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Procédure de gestion des cartouches d'imprimantes et photocopieusesstockage dans container fermé;Détectif;Manuelle;;;;;;;1;2;2;3
Centre de Stockage de Rufisque (CSR);Technique;Transformateurs MT/BT;2;;Rejet de diélectrique (huile sans PCB/PCT);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Travaux de maintenance et recueil de l'huile usager et transport vers le centre émetteur pour vente supervisée par la DAL;Détectif;Manuelle;;;;;;;1;3;3;3
Centre de Stockage de Rufisque (CSR);Technique;BTS;2;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;; - Dépose des équipements non fonctionnels et réformes des équipements après la durée de vie - Maintenance préventive des équipements par le CI;Préventif;Manuelle;;;;;;;2;2;4;2
Centre de Stockage de Rufisque (CSR);gestion du stock;appareils frigorifiques;2;;fuite de gaz frigorigéne cfc, F12, F22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Détectif;Manuelle;;;;;;;1;4;4;3
Dakar RP;Intervention;Répartiteur;2;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Amenagement d'une aire de stockage identifié sur le site ;Préventif;Manuelle;;;;;;;1;1;1;3
Dakar RP;Intervention;Répartiteur;2;;Chute de câbles, jarretières, fusibles;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Discuter avec la Poste pour valider l'emplacement de l'aire de stockage identifié sur le site (en co;;;31-12-2015;;Soldé;1;1;1;3
Dakar RP;Intervention;Groupes Electrogène;2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;;;Préventif;Manuelle;Etudier la possibilité de construire un bâtiment pour abriter les groupes électrogènes (le groupe pa;Amath Kama;;31-12-2015;;Soldé;3;2;6;1
Dakar RP;Intervention;Groupes Electrogène;2;;Dégagement de Gaz (GE);Normal;Pollution de l'air;Air;;;Préventif;Manuelle;Poser des filtres au niveau des pots d'échappement des groupes électrogènes;Mbaye Hadj;;31/12/2017;;Non fait;3;2;6;1
Dakar RP;Intervention;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;; - Vérification par le CI du respect des normes de livraison par le fournisseur - Nettoiement du site en cas de déversement du gasoil lors du remplissage des cuves;Préventif;Manuelle;;;;;;;3;2;6;1
Dakar RP;Intervention;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure de réforme et vente organisée des mobiliers réformés par l'agence suite autorisation de la DAL;Préventif;Manuelle;;;;;;;3;2;6;1
Dakar RP;Intervention;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Procéder au désencombrement du site de matériel déposé ou hors d'usage ;Amath Kama;;15-06-2015;;Soldé;3;2;6;1
Dakar RP;Intervention;Production (abonnés et ressources réseaux);1;;Absence de balisage des chantiers;Anormal;Risque sur la  santé des Hommes;Etres humains;;;Préventif;Manuelle;Sensibiliser, obliger les sous traitants à baliser les chantiers ;;;31-12-2015;;Soldé;1;4;4;3
Dakar RP;Intervention;Installation et/ou maintenance de nouveaux équipements;1;;Bruit des perceuses;Normal;Nuisance sonore;Etres humains, Faune;; - Le technicien (sous traitant) prévient le client avant de percer - Sensibilisation des sous traitants sur le bon comportement lors des interventions chez les clients;Préventif;Manuelle;;;;;;;2;2;4;2
Dakar RP;Intervention;Redresseurs et Onduleurs BT;2;;Bruit des redresseurs et baies d'alimentation;Normal;Nuisance sonore;Etres humains, Faune;;Les redresseurs sont dans une salle fermée (salles AES). Le bruit qu'ils font est très faible;Préventif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;Redresseurs et Onduleurs BT;2;;Bruit des redresseurs et baies d'alimentation;Normal;Nuisance sonore;Etres humains, Faune;;Des bouchons anti-bruit sont mis à la  disposition des agents qui interviennent dans la salle AES;Détectif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;MSC;2;;Bruit des MSC (ventilateurs);Normal;Nuisance sonore;Etres humains, Faune;;MSC dans une salle fermée avec d'autres équipements;Préventif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;BTS;2;;Bruit des  extracteurs d'air;Normal;Nuisance sonore;Etres humains, Faune;;Des climatiseurs sont installées au niveau des BTS sur siteMise à disposition de casque anti bruit;Préventif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;Transcodeurs (entre BTS et BSC);2;;Bruit des transcodeurs;Normal;Nuisance sonore;Etres humains, Faune;; - Le bruit émis par le transcodeur est faible - Les transcodeurs sont dans une salle fermée;Préventif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;;Les armoires qui font du bruit sont dans des salles fermées;Préventif;Manuelle;;;;;;;4;1;4;1
Dakar RP;Intervention;Redresseurs et Onduleurs BT;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;;Les redresseurs sont dans une salle fermée (salles AES).;Préventif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;Redresseurs et Onduleurs BT;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;;Des masques sont mis à la  disposition des agents qui interviennent dans la salle AES;Détectif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;Dispositif de coupure HT (transformateur HT);1;;Fuite de SF6 (fusible);Anormal;Pollution de l'air;Air;;Entretien du transformateur HT, où se trouve le dispositif de coupure HT, par la SENELEC;Préventif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Dispositif de coupure HT (transformateur HT);1;;Fuite de SF6 (fusible);Anormal;Pollution de l'air;Air;;Appel de la SENELEC en cas de dysfonctionnement relevé au niveau du Dispositif de coupure HT;Détectif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Climatiseurs;2;;Dégagement gaz (cfc, F12, F22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;;;;;;;2;4;8;1
Dakar RP;Intervention;Climatiseurs;2;;Dégagement gaz (cfc, F12, F22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Détectif;Manuelle;;;;;;;2;4;8;1
Dakar RP;Intervention;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Pollution de l'air;Air;;Existence d'un contrat de maintenance des climatiseurs;Préventif;Manuelle;;;;;;;3;2;6;1
Dakar RP;Intervention;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Pollution de l'air;Air;;Les dysfonctionnement des climatiseurs sont signalés au fournisseur;Détectif;Manuelle;;;;;;;3;2;6;1
Dakar RP;Intervention;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Signalistion à la DAL pour maintenance - Maintenance périodique du parc automobile - Proposition réforme des véhicules - Fixation d'objectifs de maintance des équipements affectés au personnel;Préventif;Manuelle;;;;;;;4;2;8;1
Dakar RP;Intervention;Batteries;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;;Les batteries sont dans des salles fermées équipées d'extracteurs d'air;Préventif;Manuelle;;;;;;;2;2;4;2
Dakar RP;Intervention;Batteries;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;;Des masques sont mis à la disposition des agents qui interviennent au niveau des salles batteries;Détectif;Manuelle;;;;;;;2;2;4;2
Dakar RP;Intervention;Installation et/ou maintenance des équipements;1;;Dangers cachés en perçant le mur (poussières, gaz, eau, électricité);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Nettoyage du site après intervention;Préventif;Manuelle;;;;;;;2;2;4;2
Dakar RP;Intervention;Production (abonnés et ressources réseaux);1;;Altération de l'habitat des  clients, bailleurs (destruction installations);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Utilisation de ciment ou de plâtre pour boucher les trous dans le mur après intervention chez le client;Préventif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;Maintenance préventive;1;;Accumulation de branches après élagage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Après élagage par les sous traitants pour tirer des câbles ou quand les arbres frottent sur les câbles, Sonatel paie des chariots pour enlever les branches;Préventif;Manuelle;;;;;;;1;1;1;3
Dakar RP;Intervention;Maintenance préventive;1;;Accumulation d'herbes après élagage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Après élagage, les herbes sont enlevées par un prestataire (charretier);Préventif;Manuelle;;;;;;;1;1;1;3
Dakar RP;Intervention;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Le CI Jauge avant de commander et commande en tenant compte de la quantité qui reste au fond de la cuve (jauge électrique) - Supervision du dépotage par le CI qui demande au fournisseur d'arrêter dès que le maximum est atteint - Cuve enterrée remplacée par une cuve externe;Préventif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Groupes Electrogène;2;;Chiffons de nettoyage laissés sur place;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le contrat avec le fournisseur l'oblige à ne pas laisser les déchets sur site après entretien du groupe électrogène;Préventif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Groupes Electrogène;2;;Cartouche, huile morte, batteries laissées sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Le contrat avec le fournisseur l'oblige à ne pas laisser les déchets sur site après entretien du groupe électrogène;Préventif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Groupes Electrogène;2;;Fuite ou rejet d'eau glycolée des groupes électrogènes fixes et mobiles;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'un contrat de maintenance du groupe électrogène;Préventif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Groupes Electrogène;2;;Fuite ou rejet d'eau glycolée des groupes électrogènes fixes et mobiles;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Signalisation au prestataire des dysfonctionnements notés sur le groupe électrogène;Détectif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Transformateurs HT;2;;Rejet de diélectrique (huile sans PCB/PCT);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien du transformateur HT par la SENELEC;Préventif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Transformateurs HT;2;;Rejet de diélectrique (huile sans PCB/PCT);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Appel de la SENELEC en cas de dysfonctionnement relevé au niveau du transformateur HT;Détectif;Manuelle;;;;;;;1;2;2;3
Dakar RP;Intervention;Redresseurs et Onduleurs BT;2;;Déchets de matériel électrique et électronique des redresseurs onduleur basse tension;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Le contrat avec le prestataire l'oblige à ne pas laisser les déchets sur site après intervention sur les redresseurs et onduleurs - Le CI supervise les travaux du prestataire;Préventif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;BTS;2;;Ecoulement eau des climatiseurs;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'un contrat de maintenance des climatiseurs;Préventif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;BTS;2;;Ecoulement eau des climatiseurs;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - En cas d'écoulement d'eau de climatiseur, le Technicien pose un pot sous le climatiseur et  signale le dysfonctionnement au fournisseur  - Le numéro du fournisseur est mis à la disposition des bailleurs dans le contrat pour qu'ils puissent signaler les dysfonctionnements;Détectif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'un contrat de maintenance des climatiseurs;Préventif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les dysfonctionnement des climatiseurs sont signalés au fournisseur;Détectif;Manuelle;;;;;;;3;1;3;1
Dakar RP;Intervention;Ordinateurs;2;;Rejet ordinateurs usagés et consommables informatiques;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Existence d'une procédure de gestion des matériels réformés - Désencombrement du site;Préventif;Manuelle;;;;;;;2;1;2;2
Dakar RP;Intervention;Batteries;2;;Fuite d'acide;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les batteries sont dans des salles fermées ;Préventif;Manuelle;;;;;;;2;2;4;2
