Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email du Porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Commercial;Image;Ressources Humaines;Juridique;Criticité;Maturité CI
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Compétence des acheteurs;;;;;;;;"- Les nouvelles recrues au niveau de DAL/RSI sont inscrites à des formations dans la mesure du possible :  formation des acheteurs dispensée chaque année par FT (7 steps)- Les nouvelles recrues sont coachées- Campus Achat
Certification des acheteurs en né";Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de divulgation d’informations confidentielles ;accès non maîtrisé aux dossiers d'achat;aménagement d'une salle d'archivage physique (pour contenir de manière sécurisée la totalité des contrats);Amadou DEME;amadou.deme@orange-sonatel.com;;31/12/2017;;Non fait;;;;1;2;1;;3;1;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de divulgation d’informations confidentielles ;accès non maîtrisé aux dossiers d'achat;;;;;;;;"signature d'une charte de déontologie propre aux acheteurs
existence d'un code éthique interne sonatel - existence d'un règlement intérieur sur la violation du secret professionnel
les offres des fournisseurs sont scellées dans sprint
les offres financières des fournisseurs ne sont plus ouvertes en public mais uniquement en présence des membres permanents du CA et de l'acheteur
les analyses des offres financières et techniques des offres fournisseurs sont séparées
les contrats sont conservés dans des armoires propres à chaque acheteur
existence d'une clause de confidentialité dans les contrats signés avec les fournisseurs";Préventif;Manuelle;1;2;1;;3;1;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de fraude;communication d'informations de décision sur les achats;;;;;;;;"Existence d'un comité achat qui valide les étapes clés du processus d'achat
Les dossiers d'achat sont scellés dans sprint
Traçabilité des actions dans sprint";Préventif;Manuelle;1;2;1;;3;1;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Consulter les fournisseurs;Risque de corruption;Conflit d'intérêt (choix par l'acheteur d'un fournisseur pour des raisons particulières);;;;;;;;"- le Comité achat donne la liste des fournisseurs à consulter
- les lettres de consultation sont signées par RSI et DAL
- une commision d'ouverture des offres est tenue pour tous les achats. La commission est présidée par RSI (moins de 50 miilions) au del";Préventif;Manuelle;1;2;1;;2;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Consulter les fournisseurs;Risque de corruption;Corruption/pot de vin :acceptation par l'acheteur d'avantages (ex:dessous-de-table financiers, divertissements fournis ...) d’un fournisseur afin d’influencer son jugement;;;;;;;;"- Charte de l'acheteur précise le montant des cadeaux et les conditions d'acceptation (information du N+1)
- Traitement en commision de bout en bout de la consultation:
'- le CDC est envoyé par le demandeur au CA pour validation 
- Lancement des consultat";Préventif;Manuelle;1;2;1;;2;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Qualification inadéquate des fournisseurs (préselection);;;;;;;;"- Sélection d'office des fournisseurs de FT 
- Préselection des fournisseurs avec des critères de qualifications précis (moyens humains, logistique, capacité financière, couverture, documents administratifs..). Une RFI est envoyée au fournisseur à la réce";Préventif;Manuelle;2;2;1;2;2;;2;4;2
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Dépendance excessive par rapport aux fournisseurs;;;;;;;;Diversité des fournisseurs: 3 Corporate Sourcing Contract sont établis par domaine d'achat;Préventif;Manuelle;2;2;1;2;2;;2;4;2
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Fournisseurs économiquement dépendants;;;;;;;;Accompagnement des sous traitant (mono client: ayant Sonatel comme unique client) notamment pour le réseau d'accès pour les inciter à la diversification en les orientant vers d'autres activités plus porteuses pour diversification au titre de notre RSE;Préventif;Manuelle;1;2;1;2;2;;2;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Consulter les fournisseurs;Risque de fraude;Collusion de plusieurs fournisseurs qui coordonnent leurs offres (entente);;;;;;;;" - Les offres des fournisseurs ne sont pas divulguées à l'ouverture des plis
 - Les fournisseurs ne sont pas présents à l'ouverture des plis
 - Les fournisseurs ne sont pas informés de la liste des fournisseurs consultés";Préventif;Manuelle;1;1;1;;;;;1;3
